id,source,region,zone,station_id,longitude,latitude,year,crab_id,sex,cw,ch,crpc_len,log_cw,log_ch
NEFSC_201804013900010330_179939_2769,NEFSC,NA,GOM_OFF,201804013900010330,-69.07000000000001,43.798500000000004,2018,179939,M,145.39,43.75,90.11,4.9794197869433345,3.7784916128036232
NEFSC_201504013600040403_223886_603,NEFSC,NA,GOM_OFF,201504013600040403,-67.764647,43.890992999999995,2015,223886,M,145.4,41.78,91.85,4.979488565099419,3.7324177561284198
NEFSC_201904011100040220_188110_3072,NEFSC,NA,SNE_OFF,201904011100040220,-70.079195,40.078122,2019,188110,M,145.47,44.74,89.55,4.97996987978537,3.8008679560619836
NEFSC_201504013700060395_223890_591,NEFSC,NA,GOM_OFF,201504013700060395,-68.692843,42.935693,2015,223890,M,145.51,39.51,81.94,4.980244812772187,3.6765538044232993
NEFSC_201504012400070349_224123_430,NEFSC,NA,GOM_OFF,201504012400070349,-68.493488,41.855252,2015,224123,M,145.52,43.85,86.35,4.980313534209867,3.780774718818192
NEFSC_201704013600120141_84183_2209,NEFSC,NA,GOM_OFF,201704013600120141,-67.946497,43.557158,2017,84183,M,145.59,45.22,89.27,4.9807944520852345,3.811539466849824
NEFSC_201902012400040245_166187_2792,NEFSC,NA,GOM_OFF,201902012400040245,-69.446755,41.791882,2019,166187,M,145.72,40.08,84.07,4.981686972140363,3.6908774567766094
NEFSC_201504036500050430_223998_679,NEFSC,NA,GOM_IN,201504036500050430,-70.555493,42.219561999999996,2015,223998,M,145.82,42.22,86.23,4.9823729843782845,3.7428940424201746
NEFSC_201604013600120406_219472_1607,NEFSC,NA,GOM_OFF,201604013600120406,-67.965105,43.856615,2016,219472,M,145.82,41.11,86.32,4.9823729843782845,3.716251400909787
NEFSC_201604013600110401_219402_1580,NEFSC,NA,GOM_OFF,201604013600110401,-67.526785,44.187928,2016,219402,M,145.86,46.1,87.92,4.982647257556087,3.8308129500026027
NEFSC_201804011600130316_179946_2753,NEFSC,NA,GB,201804011600130316,-65.911953,41.873492,2018,179946,M,145.87,42.27,89.38,4.982715814098122,3.7440776145786985
UMES_UMES_201704110_UMES_170609_4868,UMES,MAB,MAB,UMES_201704110,-73.22772,38.99997,2017,UMES_170609,M,145.88,46.93,87.03,4.982784365940479,3.8486571298063263
NEFSC_201804012500030214_179622_2615,NEFSC,NA,GOM_OFF,201804012500030214,-69.36760199999999,41.308772,2018,179622,M,145.91,42.75,89.9,4.982989993275931,3.755369195382769
UMES_UMES_201704011_UMES_170585_4825,UMES,MAB,MAB,UMES_201704011,-74.60114,37.25115,2017,UMES_170585,M,145.95,45.08,86.15,4.983264097300124,3.8084386891715756
NEFSC_202102013800080241_150101_3470,NEFSC,NA,GOM_OFF,202102013800080241,-69.400167,43.485167,2021,150101,M,145.98,38.44,88.58,4.983469626023486,3.6490985841020915
MassDMF_2015_11_17_Direction_S111715-08_5688,MassDMF,GB,GB,2015_11_17_Direction,-67.4167,40.5,2015,S111715-08,M,146,45,86,4.983606621708336,3.8066624897703196
MassDMF_2016_10_17_Andrea C/DMF_S101716-02_5945,MassDMF,SNEI,SNE_IN,2016_10_17_Andrea C/DMF,-71.01255,41.26207,2016,S101716-02,M,146,45,85,4.983606621708336,3.8066624897703196
MassDMF_2016_10_17_Andrea C/DMF_S101716-04_5939,MassDMF,SNEI,SNE_IN,2016_10_17_Andrea C/DMF,-71.01255,41.26207,2016,S101716-04,M,146,46,85,4.983606621708336,3.828641396489095
MassDMF_2016_10_17_Andrea C/DMF_S101716-09_5943,MassDMF,SNEI,SNE_IN,2016_10_17_Andrea C/DMF,-71.01255,41.26207,2016,S101716-09,M,146,45,89,4.983606621708336,3.8066624897703196
MassDMF_2016_10_28_Andrea C_S102816-32_6063,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-32,M,146,45,86,4.983606621708336,3.8066624897703196
MassDMF_2016_11_3_Andrea C_S110316-02_6298,MassDMF,SNEO,SNE_OFF,2016_11_3_Andrea C,-70.89,40.63667,2016,S110316-02,M,146,45,86,4.983606621708336,3.8066624897703196
MassDMF_2016_4_11_Gladys Elaine_S041116-03_6631,MassDMF,GOMO,GOM_OFF,2016_4_11_Gladys Elaine,-67.5833,42.75,2016,S041116-03,M,146,42,84,4.983606621708336,3.7376696182833684
MassDMF_2016_4_11_Gladys Elaine_S041116-34_6643,MassDMF,GOMO,GOM_OFF,2016_4_11_Gladys Elaine,-67.5833,42.75,2016,S041116-34,M,146,42,85,4.983606621708336,3.7376696182833684
MassDMF_2016_4_11_Gladys Elaine_S041116-46_6657,MassDMF,GOMO,GOM_OFF,2016_4_11_Gladys Elaine,-67.5833,42.75,2016,S041116-46,M,146,44,85,4.983606621708336,3.784189633918261
MassDMF_2016_4_12_Gladys Elaine_S041216-31_6708,MassDMF,GOMO,GOM_OFF,2016_4_12_Gladys Elaine,-67.5833,42.75,2016,S041216-31,M,146,46,88,4.983606621708336,3.828641396489095
MassDMF_2016_8_31_Andrea C_S083116-06_7513,MassDMF,SNEI,SNE_IN,2016_8_31_Andrea C,-71.01255,41.26207,2016,S083116-06,M,146,46,86,4.983606621708336,3.828641396489095
NEFSC_201904012900100303_188171_3210,NEFSC,NA,GOM_OFF,201904012900100303,-67.56012799999999,42.233278,2019,188171,M,146.07,41.05,89.14,4.984085958862719,3.714790835898437
NEFSC_201704012900020064_84139_2152,NEFSC,NA,GOM_OFF,201704012900020064,-68.328025,42.301172,2017,84139,M,146.15,45.29,91.22,4.984633491557255,3.8130862575681226
NEFSC_201704012700020068_84129_2157,NEFSC,NA,GOM_OFF,201704012700020068,-69.983448,42.148503,2017,84129,M,146.16,40.43,88.51,4.9847019120697516,3.6995720836526793
NEFSC_201604013600010405_219461_1603,NEFSC,NA,GOM_OFF,201604013600010405,-67.83389199999999,43.914832,2016,219461,M,146.37,43.51,85.46,4.986137662495856,3.772990796732589
NEFSC_201604017200020027_219247_1218,NEFSC,NA,MAB,201604017200020027,-73.847447,38.216007,2016,219247,M,146.39,45.01,86.97,4.98627429318332,3.806884687304841
NEFSC_201702012700020367_176206_1997,NEFSC,NA,GOM_OFF,201702012700020367,-70.104925,43.061758,2017,176206,M,146.45,41.21,86.79,4.986684073273742,3.718680945350726
UMES_UMES_201704060_UMES_170553_4842,UMES,MAB,MAB,UMES_201704060,-73.85744,38.34438,2017,UMES_170553,M,146.46,45.16,88.03,4.986752353632924,3.810211739281461
NEFSC_201704035900030072_84103_2159,NEFSC,NA,GOM_IN,201704035900030072,-70.482,41.910931999999995,2017,84103,M,146.47,44.81,90.61,4.986820629330216,3.802431328798052
NEFSC_201702013700010360_176214_1977,NEFSC,NA,GOM_OFF,201702013700010360,-69.497132,43.178864999999995,2017,176214,M,146.68,45.46,87.74,4.988253343203126,3.8168328184243974
UMES_UMES_201704104_UMES_170566_4856,UMES,MAB,MAB,UMES_201704104,-73.34074,38.90022,2017,UMES_170566,M,146.74,45.32,84.99,4.9886623132858485,3.8137484361598055
NEFSC_201604012400040378_219410_1551,NEFSC,NA,GOM_OFF,201604012400040378,-68.71791499999999,41.940121999999995,2016,219410,M,146.75,43.66,85.07,4.988730458708206,3.7764323511217976
NEFSC_201702012800060325_176164_1850,NEFSC,NA,GOM_OFF,201702012800060325,-68.928333,42.4805,2017,176164,M,146.75,44.23,89.15,4.988730458708206,3.789403291880235
NEFSC_201602010200020132_925128_704,NEFSC,NA,MAB,201602010200020132,-72.358395,39.704512,2016,925128,M,146.78,45.82,91.04,4.9889348671169165,3.8247206770253497
NEFSC_201802012800070246_118656_2356,NEFSC,NA,GOM_OFF,201802012800070246,-69.147378,42.406165,2018,118656,M,146.79,43.78,92.12,4.989002993969142,3.779177092094717
NEFSC_201802012400080243_118772_2351,NEFSC,NA,GOM_OFF,201802012400080243,-68.619677,41.964163,2018,118772,M,146.81,44.12,89.57,4.989139233751369,3.786913194385302
NEFSC_201904010800050200_188077_3040,NEFSC,NA,SNE_OFF,201904010800050200,-71.511543,39.904402999999995,2019,188077,M,146.83,42.47,94.17,4.989275454974846,3.74879794432518
NEFSC_202102013700010341_150129_3656,NEFSC,NA,GOM_OFF,202102013700010341,-68.86783299999999,43.209,2021,150129,M,146.86,43.9,88.77,4.989479752023464,3.7819143200811256
NEFSC_201804013700010281_179532_2707,NEFSC,NA,GOM_OFF,201804013700010281,-68.853167,42.850912,2018,179532,M,146.88,41.16,90.19,4.9896159268721805,3.717466910965849
NEFSC_201902012800020391_166246_2945,NEFSC,NA,GOM_OFF,201902012800020391,-69.664333,42.617667,2019,166246,M,146.88,46.5,91.53,4.9896159268721805,3.8394523125933104
NEFSC_201804012400050253_179830_2659,NEFSC,NA,GOM_OFF,201804012400050253,-69.08451,41.928211999999995,2018,179830,M,146.96,42.89,89.22,4.9901604409068705,3.758638698528789
MassDMF_2016_10_17_Andrea C/DMF_S101716-05_5949,MassDMF,SNEI,SNE_IN,2016_10_17_Andrea C/DMF,-71.01255,41.26207,2016,S101716-05,M,147,47,87,4.990432586778736,3.8501476017100584
MassDMF_2016_10_28_Andrea C_S102816-60_6059,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-60,M,147,48,87,4.990432586778736,3.871201010907891
MassDMF_2016_10_6_Andrea C/DMF_S100616-09_6159,MassDMF,SNEI,SNE_IN,2016_10_6_Andrea C/DMF,-71.01255,41.26207,2016,S100616-09,M,147,48,89,4.990432586778736,3.871201010907891
MassDMF_2016_10_6_Andrea C/DMF_S100616-10_6162,MassDMF,SNEI,SNE_IN,2016_10_6_Andrea C/DMF,-71.01255,41.26207,2016,S100616-10,M,147,48,88,4.990432586778736,3.871201010907891
MassDMF_2016_10_6_Andrea C/DMF_S100616-11_6158,MassDMF,SNEI,SNE_IN,2016_10_6_Andrea C/DMF,-71.01255,41.26207,2016,S100616-11,M,147,48,86,4.990432586778736,3.871201010907891
MassDMF_2016_11_3_Andrea C_S110316-26_6286,MassDMF,SNEO,SNE_OFF,2016_11_3_Andrea C,-70.89,40.63667,2016,S110316-26,M,147,46,87,4.990432586778736,3.828641396489095
MassDMF_2016_11_7_Andrea C_S110716-04_6336,MassDMF,SNEO,SNE_OFF,2016_11_7_Andrea C,-70.89,40.63667,2016,S110716-04,M,147,44,86,4.990432586778736,3.784189633918261
MassDMF_2016_4_12_Gladys Elaine_S041216-16_6703,MassDMF,GOMO,GOM_OFF,2016_4_12_Gladys Elaine,-67.5833,42.75,2016,S041216-16,M,147,41,85,4.990432586778736,3.713572066704308
MassDMF_2016_8_31_Andrea C_S083116-01_7510,MassDMF,SNEI,SNE_IN,2016_8_31_Andrea C,-71.01255,41.26207,2016,S083116-01,M,147,45,89,4.990432586778736,3.8066624897703196
NEFSC_201802013600120252_118659_2374,NEFSC,NA,GOM_OFF,201802013600120252,-68.104188,43.216336999999996,2018,118659,M,147,43.98,93.53,4.990432586778736,3.783734985126615
NEFSC_201604013400060392_219359_1567,NEFSC,NA,GOM_OFF,201604013400060392,-67.35718299999999,43.895132,2016,219359,M,147.06,44.08,87.21,4.990840666768076,3.786006164844659
NEFSC_201602012800050219_924605_791,NEFSC,NA,GOM_OFF,201602012800050219,-68.625202,42.516385,2016,924605,M,147.12,37.51,90.4,4.991248580296066,3.624607564093796
UMES_UMES_201602082_UMES_160280_4147,UMES,MAB,MAB,UMES_201602082,-73.20288,38.99179,2016,UMES_160280,M,147.22,44.12,87.73,4.991928066630559,3.786913194385302
NEFSC_201704011700020033_84231_2036,NEFSC,NA,GB,201704011700020033,-66.466968,41.070873,2017,84231,M,147.27,45.59,91.95,4.992267636738071,3.8196883942253503
NEFSC_201704013600050153_84365_2223,NEFSC,NA,GOM_OFF,201704013600050153,-67.072902,43.324881999999995,2017,84365,M,147.27,47.57,91.33,4.992267636738071,3.8622023104441903
NEFSC_201602013600120259_924752_903,NEFSC,NA,GOM_OFF,201602013600120259,-68.102672,42.915946999999996,2016,924752,M,147.32,40.61,86.12,4.992607091576865,3.7040143416982065
UMES_UMES_201602048_UMES_160211_4091,UMES,MAB,MAB,UMES_201602048,-73.78847,38.43415,2016,UMES_160211,M,147.38,44.39,88.27,4.9930142853388535,3.793014218845944
NEFSC_201604010800030198_219152_1260,NEFSC,NA,SNE_OFF,201604010800030198,-70.583072,39.993204999999996,2016,219152,M,147.44,45.37,87.34,4.9934213133615675,3.8148510936758724
NEFSC_201602012800050219_924610_796,NEFSC,NA,GOM_OFF,201602012800050219,-68.625202,42.516385,2016,924610,M,147.46,43.52,91,4.993556952561504,3.773220602547687
NEFSC_201602013600080338_924929_990,NEFSC,NA,GOM_OFF,201602013600080338,-67.80544499999999,43.798201999999996,2016,924929,M,147.48,41.49,89.25,4.993692573365943,3.725452434344777
NEFSC_201504012400050347_224411_418,NEFSC,NA,GOM_OFF,201504012400050347,-68.568775,42.219393,2015,224411,M,147.5,43.75,86.36,4.993828175779875,3.7784916128036232
NEFSC_202102013600120337_150134_3634,NEFSC,NA,GOM_OFF,202102013600120337,-68.171,43.455833,2021,150134,M,147.51,43.52,93.16,4.993895970091958,3.773220602547687
NEFSC_201704011700010041_84219_2144,NEFSC,NA,GB,201704011700010041,-65.875857,41.856665,2017,84219,M,147.74,44.88,92.62,4.9954539721005915,3.803992261214441
NEFSC_201902012600060398_166233_2967,NEFSC,NA,GOM_OFF,201902012600060398,-70.0935,42.283,2019,166233,M,147.77,41.22,88.94,4.995657010915543,3.718923575462313
NEFSC_202102013800010336_149909_3622,NEFSC,NA,GOM_OFF,202102013800010336,-68.11183299999999,43.679832999999995,2021,149909,M,147.79,40.78,90.86,4.995792347226481,3.708191765146309
NEFSC_201504012100040296_224398_342,NEFSC,NA,GB,201504012100040296,-67.714602,42.047464999999995,2015,224398,M,147.81,43.6,87.4,4.995927665223982,3.775057150354989
UMES_UMES_201602050_UMES_160249_4095,UMES,MAB,MAB,UMES_201602050,-73.7869,38.48408,2016,UMES_160249,M,147.84,38.51,86.96,4.996130607893374,3.6509179478268177
NEFSC_201704013400050152_84363_2222,NEFSC,NA,GOM_OFF,201704013400050152,-66.852285,43.094705,2017,84363,M,147.91,47.26,90.09,4.996603980683279,3.8556642717587617
NEFSC_201804012400080255_179721_2661,NEFSC,NA,GOM_OFF,201804012400080255,-68.4738,41.93849,2018,179721,M,147.92,44.34,91.25,4.996671587078869,3.7918872041881655
MassDMF_2016_1_7_Gladys Elaine_S010716-57_5876,MassDMF,GOMO,GOM_OFF,2016_1_7_Gladys Elaine,-67.5833,42.75,2016,S010716-57,M,148,44,86,4.997212273764115,3.784189633918261
MassDMF_2016_11_9_Andrea C_S110916-15_6381,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-15,M,148,43,89,4.997212273764115,3.7612001156935624
MassDMF_2016_11_9_Andrea C_S110916-23_6436,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-23,M,148,46,88,4.997212273764115,3.828641396489095
MassDMF_2016_4_11_Gladys Elaine_S041116-33_6615,MassDMF,GOMO,GOM_OFF,2016_4_11_Gladys Elaine,-67.5833,42.75,2016,S041116-33,M,148,45,88,4.997212273764115,3.8066624897703196
NEFSC_201602012800040363_924800_1166,NEFSC,NA,GOM_OFF,201602012800040363,-69.940677,42.837022999999995,2016,924800,M,148.06,36.76,92,4.997617597014952,3.6044102974874863
NEFSC_201904011100030225_187935_3076,NEFSC,NA,SNE_OFF,201904011100030225,-69.12489,40.193793,2019,187935,M,148.1,44.82,92.71,4.997887721273753,3.802654468372781
UMES_UMES_201602049_UMES_160217_4092,UMES,MAB,MAB,UMES_201602049,-73.8189,38.45982,2016,UMES_160217,M,148.12,40.49,87.31,4.998022756045412,3.7010550300440697
NEFSC_201804010600020160_179681_2548,NEFSC,NA,SNE_OFF,201804010600020160,-71.43969,40.641998,2018,179681,M,148.27,46.22,91.95,4.999034936029934,3.8334126048462345
UMES_UMES_201602070_UMES_160243_4129,UMES,MAB,MAB,UMES_201602070,-73.09568,38.82203,2016,UMES_160243,M,148.29,48.14,86.74,4.999169815986978,3.874113432354926
UMES_UMES_201704109_UMES_170586_4864,UMES,MAB,MAB,UMES_201704109,-73.23743,38.95858,2017,UMES_170586,M,148.32,47.23,87.53,4.999372101817545,3.8550292839080256
NEFSC_201602035600030213_924683_743,NEFSC,NA,GOM_IN,201602035600030213,-69.93050000000001,41.899,2016,924683,M,148.48,40.74,90.96,5.0004502690378905,3.70721041079866
NEFSC_201504016800010039_223782_121,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223782,M,148.63,49.15,91.52,5.001459996160803,3.8948768465931756
NEFSC_202104013600010344_180714_3999,NEFSC,NA,GOM_OFF,202104013600010344,-67.582667,43.178667,2021,180714,M,148.64,43.69,93.02,5.001527275065528,3.7771192429633444
UMES_UMES_201704070_UMES_170593_4843,UMES,MAB,MAB,UMES_201704070,-73.77585,38.43444,2017,UMES_170593,M,148.69,46.04,87.67,5.001863601709132,3.829510583853682
NEFSC_201702012700050317_176152_1815,NEFSC,NA,GOM_OFF,201702012700050317,-69.92483299999999,42.307333,2017,176152,M,148.73,43.1,89.21,5.002132581604506,3.763522997109702
NEFSC_201804011800020266_179754_2680,NEFSC,NA,GB,201804011800020266,-66.531173,40.897542,2018,179754,M,148.75,46.81,93.02,5.002267044425739,3.846096855311979
NEFSC_201602013800050344_925040_1021,NEFSC,NA,GOM_OFF,201602013800050344,-69.76454799999999,43.533802,2016,925040,M,148.83,42.95,86.85,5.0028047149810675,3.7600366484302645
NEFSC_201504012400050347_224413_415,NEFSC,NA,GOM_OFF,201504012400050347,-68.568775,42.219393,2015,224413,M,148.85,43.9,86.02,5.002939087461785,3.7819143200811256
NEFSC_202102013600040345_150112_3663,NEFSC,NA,GOM_OFF,202102013600040345,-68.389167,42.896333,2021,150112,M,148.86,44.78,94.19,5.003006266931765,3.8017616111706087
NEFSC_201804012800030250_179806_2641,NEFSC,NA,GOM_OFF,201804012800030250,-69.076437,42.336647,2018,179806,M,148.98,46.27,92.93,5.00381206874813,3.8344938029189084
MassDMF_2015_11_17_Direction_S111715-05_5685,MassDMF,GB,GB,2015_11_17_Direction,-67.4167,40.5,2015,S111715-05,M,149,43,82,5.003946305945459,3.7612001156935624
MassDMF_2015_11_17_Direction_S111715-09_5681,MassDMF,GB,GB,2015_11_17_Direction,-67.4167,40.5,2015,S111715-09,M,149,44,87,5.003946305945459,3.784189633918261
MassDMF_2016_1_7_Gladys Elaine_S010716-61_5903,MassDMF,GOMO,GOM_OFF,2016_1_7_Gladys Elaine,-67.5833,42.75,2016,S010716-61,M,149,47,88,5.003946305945459,3.8501476017100584
MassDMF_2016_11_9_Andrea C_S110916-04_6471,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-04,M,149,46,86,5.003946305945459,3.828641396489095
MassDMF_2016_11_9_Andrea C_S110916-47_6437,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-47,M,149,46,89,5.003946305945459,3.828641396489095
NEFSC_201504012400060350_224102_438,NEFSC,NA,GOM_OFF,201504012400060350,-68.53868,41.652497,2015,224102,M,149.01,43.47,88.91,5.004013417787369,3.772071045000701
NEFSC_201804012900010278_179756_2703,NEFSC,NA,GOM_OFF,201804012900010278,-68.13101499999999,42.671327,2018,179756,M,149.02,43.45,91.59,5.004080525125581,3.7716108517114013
NEFSC_201602035600030213_924668_735,NEFSC,NA,GOM_IN,201602035600030213,-69.93050000000001,41.899,2016,924668,M,149.15,43.63,88.22,5.0049525109607576,3.775744987135518
UMES_UMES_201602074_UMES_160235_4138,UMES,MAB,MAB,UMES_201602074,-73.37994,38.8901,2016,UMES_160235,M,149.18,46.19,87.66,5.005153630527017,3.832763324442514
NEFSC_201604012700040316_219217_1453,NEFSC,NA,GOM_OFF,201604012700040316,-69.96135699999999,42.513582,2016,219217,M,149.2,42.57,87.26,5.005287687769661,3.751149779840061
UMES_UMES_201602049_UMES_160248_4093,UMES,MAB,MAB,UMES_201602049,-73.8189,38.45982,2016,UMES_160248,M,149.22,44.12,89.86,5.005421727043368,3.786913194385302
NEFSC_201704012400020169_84375_2241,NEFSC,NA,GOM_OFF,201704012400020169,-68.87897,41.73686,2017,84375,M,149.34,41.81,93.95,5.006225585607556,3.733135545368474
NEFSC_202102013700010341_150128_3659,NEFSC,NA,GOM_OFF,202102013700010341,-68.86783299999999,43.209,2021,150128,M,149.35,41.9,92.12,5.006292544662119,3.735285826928092
NEFSC_201802012900080242_118745_2346,NEFSC,NA,GOM_OFF,201802012900080242,-68.453622,41.81969,2018,118745,M,149.37,41.15,90.45,5.006426449322201,3.717223927123079
NEFSC_201904012900040339_188139_3263,NEFSC,NA,GOM_OFF,201904012900040339,-68.191463,42.638078,2019,188139,M,149.39,43.37,94.59,5.006560336054226,3.7697679578472747
NEFSC_201802013600120252_118658_2375,NEFSC,NA,GOM_OFF,201802013600120252,-68.104188,43.216336999999996,2018,118658,M,149.41,44.25,92.42,5.006694204862994,3.7898553714539385
NEFSC_201802013510020260_118721_2412,NEFSC,NA,GOM_OFF,201802013510020260,-67.293262,44.347691999999995,2018,118721,M,149.43,47.52,92.98,5.006828055753302,3.8611506750543896
NEFSC_201804012400050253_179831_2657,NEFSC,NA,GOM_OFF,201804012400050253,-69.08451,41.928211999999995,2018,179831,M,149.54,44.64,94.72,5.00756391557177,3.7986303180730556
NEFSC_201804036100010227_179824_2623,NEFSC,NA,GOM_IN,201804036100010227,-70.339508,42.043727,2018,179824,M,149.56,49.59,98.03,5.007697650108913,3.9037892005010426
NEFSC_202102034600030160_150067_3419,NEFSC,NA,SNE_IN,202102034600030160,-70.9135,41.342166999999996,2021,150067,M,149.63,40.59,92.45,5.008165580195328,3.7035217308508064
NEFSC_201902012800060390_166238_2940,NEFSC,NA,GOM_OFF,201902012800060390,-69.691333,42.778332999999996,2019,166238,M,149.71,40.43,89.09,5.008700089461746,3.6995720836526793
NEFSC_201904010600020211_188073_3055,NEFSC,NA,SNE_OFF,201904010600020211,-70.724758,40.416931999999996,2019,188073,M,149.87,47.77,96.97,5.009768251656904,3.8663978274018707
NEFSC_201602035600030213_924670_734,NEFSC,NA,GOM_IN,201602035600030213,-69.93050000000001,41.899,2016,924670,M,149.88,47.25,94.13,5.009834973925487,3.855452653939752
MassDMF_2015_11_16_Direction_S111615-26_5648,MassDMF,GB,GB,2015_11_16_Direction,-67.4167,40.5,2015,S111615-26,M,150,49,89,5.0106352940962555,3.8918202981106265
MassDMF_2015_11_16_Direction_S111615-28_5651,MassDMF,GB,GB,2015_11_16_Direction,-67.4167,40.5,2015,S111615-28,M,150,44,88,5.0106352940962555,3.784189633918261
MassDMF_2015_11_17_Direction_S111715-03_5682,MassDMF,GB,GB,2015_11_17_Direction,-67.4167,40.5,2015,S111715-03,M,150,46,89,5.0106352940962555,3.828641396489095
MassDMF_2016_10_6_Andrea C/DMF_S100616-06_6160,MassDMF,SNEI,SNE_IN,2016_10_6_Andrea C/DMF,-71.01255,41.26207,2016,S100616-06,M,150,43,89,5.0106352940962555,3.7612001156935624
MassDMF_2016_10_6_Andrea C/DMF_S100616-07_6161,MassDMF,SNEI,SNE_IN,2016_10_6_Andrea C/DMF,-71.01255,41.26207,2016,S100616-07,M,150,47,91,5.0106352940962555,3.8501476017100584
MassDMF_2016_11_9_Andrea C_S110916-29_6455,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S110916-29,M,150,47,90,5.0106352940962555,3.8501476017100584
MassDMF_2016_4_12_Gladys Elaine_S041216-08_6677,MassDMF,GOMO,GOM_OFF,2016_4_12_Gladys Elaine,-67.5833,42.75,2016,S041216-08,M,150,48,88,5.0106352940962555,3.871201010907891
NEFSC_202104010800010171_180751_3786,NEFSC,NA,SNE_OFF,202104010800010171,-71.1515,40.028166999999996,2021,180751,M,150,45.58,100.26,5.0106352940962555,3.819469023817538
NEFSC_201604012800020373_218978_1535,NEFSC,NA,GOM_OFF,201604012800020373,-69.517727,42.212312,2016,218978,M,150.15,40.59,84.67,5.011634794429339,3.7035217308508064
NEFSC_201602013600020264_924525_919,NEFSC,NA,GOM_OFF,201602013600020264,-67.391648,43.457803,2016,924525,M,150.18,45.6,94.91,5.011834574671738,3.8199077165203406
NEFSC_201802011500020181_118783_2320,NEFSC,NA,GB,201802011500020181,-67.714575,40.500614999999996,2018,118783,M,150.2,44.36,94.68,5.011967739330034,3.7923381624821664
NEFSC_201802011500020181_118775_2324,NEFSC,NA,GB,201802011500020181,-67.714575,40.500614999999996,2018,118775,M,150.27,47.95,89.9,5.012433676037635,3.8701588013294472
NEFSC_202104013700060370_180587_4038,NEFSC,NA,GOM_OFF,202104013700060370,-69.205333,43.191167,2021,180587,M,150.28,42.63,91.23,5.0125002207057685,3.752558230777119
NEFSC_201702012200010305_175922_1792,NEFSC,NA,GB,201702012200010305,-68.230333,41.853333,2017,175922,M,150.31,48.43,90.39,5.012699828145135,3.880119456415138
NEFSC_201902012400050244_166190_2791,NEFSC,NA,GOM_OFF,201902012400050244,-69.67734,41.80815,2019,166190,M,150.31,46.01,93.99,5.012699828145135,3.8288587641673772
NEFSC_202104013600020365_180595_4035,NEFSC,NA,GOM_OFF,202104013600020365,-68.4855,43.264167,2021,180595,M,150.33,40,94.9,5.012832877639743,3.6888794541139363
NEFSC_201604036100010320_219255_1458,NEFSC,NA,GOM_IN,201604036100010320,-70.239312,42.105045,2016,219255,M,150.47,44.7,90.02,5.013763728770787,3.7999735016195233
NEFSC_202104011800010238_180659_3884,NEFSC,NA,GB,202104011800010238,-66.411667,41.039500000000004,2021,180659,M,150.53,48.66,93.51,5.014162399872412,3.8848573373553763
NEFSC_201504013600050332_224232_364,NEFSC,NA,GOM_OFF,201504013600050332,-67.01107,43.543155,2015,224232,M,150.55,41.8,89.43,5.014295254927743,3.7328963395307104
NEFSC_201704013800030142_84175_2212,NEFSC,NA,GOM_OFF,201704013800030142,-68.16062,43.608287999999995,2017,84175,M,150.64,45.36,94.37,5.014892884348897,3.8146306594194965
NEFSC_201802012800040247_118650_2360,NEFSC,NA,GOM_OFF,201802012800040247,-68.78357799999999,42.528597,2018,118650,M,150.64,44.72,92.25,5.014892884348897,3.8004208288468435
NEFSC_201904010600040209_188131_3049,NEFSC,NA,SNE_OFF,201904010600040209,-70.784837,40.62103,2019,188131,M,150.67,46.69,95.09,5.015092014813197,3.8435300089828455
NEFSC_201504012800010359_224051_501,NEFSC,NA,GOM_OFF,201504012800010359,-69.8857,42.537397,2015,224051,M,150.68,42.5,90.43,5.015158382823841,3.7495040759303713
NEFSC_201602035600030213_924679_736,NEFSC,NA,GOM_IN,201602035600030213,-69.93050000000001,41.899,2016,924679,M,150.71,44.65,93.72,5.015357460431585,3.798854307322508
NEFSC_202104011200020179_180756_3798,NEFSC,NA,SNE_OFF,202104011200020179,-69.942667,39.950333,2021,180756,M,150.76,44.69,97.62,5.015689168398935,3.79974976294536
NEFSC_201802012200010236_118748_2341,NEFSC,NA,GB,201802012200010236,-67.880808,42.09016,2018,118748,M,150.86,47.02,93.44,5.016352254425485,3.8505730431119236
NEFSC_201904010600080208_188078_3047,NEFSC,NA,SNE_OFF,201904010600080208,-71.39878,40.371255,2019,188078,M,150.92,49.2,96.81,5.01674989509611,3.8958936234982624
MassDMF_2015_11_16_Direction_S111615-04_5667,MassDMF,GB,GB,2015_11_16_Direction,-67.4167,40.5,2015,S111615-04,M,151,46,90,5.017279836814924,3.828641396489095
MassDMF_2015_11_16_Direction_S111615-25_5664,MassDMF,GB,GB,2015_11_16_Direction,-67.4167,40.5,2015,S111615-25,M,151,46,87,5.017279836814924,3.828641396489095
